15;15;11
15;16;11
15;16;12
15;17;12
15;19;10
15;19;10
15;20;12
15;20;10
15;21;12
15;22;12
15;23;13
16;0;13
16;2;15
16;3;13
16;3;14
16;3;16
16;3;14
16;4;15
16;4;13
16;5;15
16;6;17
16;7;17
16;8;17
16;9;17
16;11;17
16;13;15
16;13;16
16;14;14
16;16;12
16;16;10
16;17;8
16;19;8
16;20;6
16;21;8
16;22;7
16;23;6
17;0;11
17;2;10
17;3;10
17;5;9
17;5;7
17;6;9
17;6;10
17;7;8
17;8;7
17;9;6
17;11;6
17;13;8
17;14;9
17;15;10
17;15;11
17;16;11
17;18;12
17;18;14
17;18;15
17;19;13
17;21;13
17;21;13
17;22;15
17;23;15
18;0;12
18;2;13
18;3;12
18;4;11
18;4;9
18;6;9
18;8;8
18;8;8
18;10;8
18;10;8
18;12;8
18;14;6
18;14;6
18;15;4
18;17;4
18;19;2
18;21;2
18;21;3
18;22;5
18;23;3
19;0;9
19;2;8
19;3;6
19;3;6
19;4;6
19;5;7
19;5;7
19;5;5
19;6;5
19;8;3
19;9;2
19;11;0
19;13;0
19;13;1
19;15;1
19;17;0
19;18;-1
19;18;-3
19;19;-2
19;19;-3
19;20;-1
19;21;-3
19;22;-4
19;22;-5
19;23;-6
20;0;12
20;1;13
20;2;15
20;4;16
20;4;15
20;6;15
20;7;16
20;8;16
20;8;16
20;9;15
20;10;17
20;12;17
20;13;19
20;13;17
20;15;17
20;16;18
20;18;16
20;18;16
20;20;14
20;22;15
20;23;13
20;23;14
20;23;16
21;0;13
21;1;12
21;3;13
21;5;14
21;5;14
21;5;16
21;6;15
21;8;14
21;9;12
21;10;12
21;12;12
21;13;11
21;15;9
21;16;10
21;16;12
21;18;10
21;20;10
21;22;10
21;23;9
22;0;12
22;1;11
22;3;11
22;4;11
22;5;10
22;5;9
22;6;10
22;8;12
22;8;11
22;10;11
22;12;9
22;14;8
22;16;7
22;16;7
22;16;9
22;16;9
22;18;11
22;18;11
22;18;10
22;18;10
22;20;10
22;22;11
22;22;11
22;22;11
22;22;13
22;22;15
22;22;17
22;23;18
22;23;16
23;0;10
23;2;8
23;2;6
23;3;8
23;4;8
23;4;8
23;6;6
23;8;4
23;8;6
23;10;4
23;10;6
23;12;8
23;12;8
23;14;10
23;16;8
23;16;8
23;16;6
23;16;6
23;16;5
23;16;3
23;17;4
23;19;3
23;19;2
23;19;2
23;20;0
23;20;1
23;20;1
23;21;1
23;23;0
